trace,round_start_tsc,round_done_tsc,rest_start_tsc,trace_done_tsc,first_round_cycles,attacker_measurement_window_cycles,rest_aes_cycles,trace_wall_cycles
4816,234988103943241,234988103945557,234988104014893,234988104015563,2316,69336,670,72322
4817,234988104131579,234988104133013,234988104202591,234988104203275,1434,69578,684,71696
4818,234988104320435,234988104322739,234988104391105,234988104391805,2304,68366,700,71370
4819,234988104516301,234988104518695,234988104589453,234988104590111,2394,70758,658,73810
4820,234988104706697,234988104709025,234988104777743,234988104778405,2328,68718,662,71708
4821,234988104893491,234988104894899,234988104964697,234988104965371,1408,69798,674,71880
4822,234988105081733,234988105083157,234988105154861,234988105155539,1424,71704,678,73806
4823,234988105271345,234988105272839,234988105341379,234988105342043,1494,68540,664,70698
4824,234988105457375,234988105458807,234988105528345,234988105529017,1432,69538,672,71642
4825,234988105653631,234988105655017,234988105725707,234988105726375,1386,70690,668,72744
4826,234988105841951,234988105843393,234988105913335,234988105913983,1442,69942,648,72032
4827,234988106030009,234988106032357,234988106099687,234988106100359,2348,67330,672,70350
4828,234988106216399,234988106217793,234988106289431,234988106290139,1394,71638,708,73740
4829,234988106406197,234988106408263,234988106476993,234988106477675,2066,68730,682,71478
4830,234988106593901,234988106596213,234988106666773,234988106667445,2312,70560,672,73544
4831,234988106783309,234988106784721,234988106855675,234988106856329,1412,70954,654,73020
4832,234988106972929,234988106974351,234988107044059,234988107044749,1422,69708,690,71820
4833,234988107160511,234988107161941,234988107231311,234988107231983,1430,69370,672,71472
4834,234988107348295,234988107350647,234988107420383,234988107421061,2352,69736,678,72766
4835,234988107554375,234988107557185,234988107627695,234988107628363,2810,70510,668,73988
4836,234988107760975,234988107762409,234988107833269,234988107833957,1434,70860,688,72982
4837,234988107949831,234988107951223,234988108021327,234988108021997,1392,70104,670,72166
4838,234988108137635,234988108139099,234988108207681,234988108208347,1464,68582,666,70712
4839,234988108324031,234988108326329,234988108397387,234988108398053,2298,71058,666,74022
4840,234988108514231,234988108515635,234988108585957,234988108586617,1404,70322,660,72386
4841,234988108702057,234988108703765,234988108775585,234988108776235,1708,71820,650,74178
4842,234988108892473,234988108893905,234988108964467,234988108965133,1432,70562,666,72660
4843,234988109081257,234988109082689,234988109152237,234988109152915,1432,69548,678,71658
4844,234988109268971,234988109270419,234988109339281,234988109339929,1448,68862,648,70958
4845,234988109456153,234988109458853,234988109529631,234988109530303,2700,70778,672,74150
4846,234988109654681,234988109656081,234988109726341,234988109727005,1400,70260,664,72324
4847,234988109842903,234988109844997,234988109914709,234988109915329,2094,69712,620,72426
4848,234988110031183,234988110032863,234988110105307,234988110105899,1680,72444,592,74716
4849,234988110221963,234988110223405,234988110293243,234988110293855,1442,69838,612,71892
4850,234988110421591,234988110423893,234988110493103,234988110493775,2302,69210,672,72184
4851,234988110609703,234988110611135,234988110679963,234988110680635,1432,68828,672,70932
4852,234988110797573,234988110798989,234988110871895,234988110872549,1416,72906,654,74976
4853,234988110988319,234988110990617,234988111060349,234988111061029,2298,69732,680,72710
4854,234988111177421,234988111178845,234988111249033,234988111249705,1424,70188,672,72284
4855,234988111365551,234988111367003,234988111436915,234988111437583,1452,69912,668,72032
4856,234988111563193,234988111564607,234988111635011,234988111635677,1414,70404,666,72484
4857,234988111752425,234988111754143,234988111824113,234988111824775,1718,69970,662,72350
4858,234988111940743,234988111942211,234988112012023,234988112012683,1468,69812,660,71940
4859,234988112128727,234988112130169,234988112199719,234988112200367,1442,69550,648,71640
4860,234988112316439,234988112317889,234988112385169,234988112385823,1450,67280,654,69384
4861,234988112502547,234988112503979,234988112572673,234988112573357,1432,68694,684,70810
4862,234988112689369,234988112691001,234988112761399,234988112762097,1632,70398,698,72728
4863,234988112878021,234988112879449,234988112949925,234988112950579,1428,70476,654,72558
4864,234988113066823,234988113068227,234988113138053,234988113138719,1404,69826,666,71896
4865,234988113254383,234988113256747,234988113327719,234988113328379,2364,70972,660,73996
4866,234988113467767,234988113470593,234988113500239,234988113501013,2826,29646,774,33246
4867,234988113617797,234988113619219,234988113689147,234988113689843,1422,69928,696,72046
4868,234988113805679,234988113807079,234988113878723,234988113879403,1400,71644,680,73724
4869,234988113995549,234988113996961,234988114066819,234988114067461,1412,69858,642,71912
4870,234988114183379,234988114184767,234988114255477,234988114256119,1388,70710,642,72740
4871,234988114371947,234988114374229,234988114443179,234988114443871,2282,68950,692,71924
4872,234988114559443,234988114560881,234988114630729,234988114631401,1438,69848,672,71958
4873,234988114747745,234988114749161,234988114820141,234988114820789,1416,70980,648,73044
4874,234988114936771,234988114938193,234988115008501,234988115009137,1422,70308,636,72366
4875,234988115124739,234988115126723,234988115196043,234988115196709,1984,69320,666,71970
4876,234988115321653,234988115323987,234988115394487,234988115395183,2334,70500,696,73530
4877,234988115510869,234988115513219,234988115582933,234988115583631,2350,69714,698,72762
4878,234988115699587,234988115701015,234988115771003,234988115771671,1428,69988,668,72084
4879,234988115887889,234988115889319,234988115960731,234988115961397,1430,71412,666,73508
4880,234988116077213,234988116078665,234988116149083,234988116149707,1452,70418,624,72494
4881,234988116274129,234988116275549,234988116344749,234988116345419,1420,69200,670,71290
4882,234988116470281,234988116471727,234988116541355,234988116542057,1446,69628,702,71776
4883,234988116658591,234988116660611,234988116732071,234988116732745,2020,71460,674,74154
4884,234988116848641,234988116850095,234988116920417,234988116921083,1454,70322,666,72442
4885,234988117036661,234988117038047,234988117109273,234988117109929,1386,71226,656,73268
4886,234988117234207,234988117236523,234988117304183,234988117304881,2316,67660,698,70674
4887,234988117421407,234988117422833,234988117494785,234988117495465,1426,71952,680,74058
4888,234988117611691,234988117613981,234988117683029,234988117683697,2290,69048,668,72006
4889,234988117799909,234988117801339,234988117874701,234988117875397,1430,73362,696,75488
4890,234988117991189,234988117993513,234988118064415,234988118065091,2324,70902,676,73902
4891,234988118181493,234988118182933,234988118254393,234988118255105,1440,71460,712,73612
4892,234988118370949,234988118372359,234988118443283,234988118443957,1410,70924,674,73008
4893,234988118560267,234988118561689,234988118631077,234988118631757,1422,69388,680,71490
4894,234988118747665,234988118750011,234988118819387,234988118820035,2346,69376,648,72370
4895,234988118936137,234988118939099,234988119010159,234988119010789,2962,71060,630,74652
4896,234988119134825,234988119136229,234988119209165,234988119209785,1404,72936,620,74960
4897,234988119325823,234988119328175,234988119397205,234988119397879,2352,69030,674,72056
4898,234988119521759,234988119524615,234988119595963,234988119596639,2856,71348,676,74880
4899,234988119712633,234988119714929,234988119785273,234988119785935,2296,70344,662,73302
4900,234988119901787,234988119903217,234988119971827,234988119972451,1430,68610,624,70664
4901,234988120088555,234988120089989,234988120160471,234988120161145,1434,70482,674,72590
4902,234988120276661,234988120279051,234988120348573,234988120349257,2390,69522,684,72596
4903,234988120465415,234988120466815,234988120539415,234988120540087,1400,72600,672,74672
4904,234988120655915,234988120657279,234988120728943,234988120729601,1364,71664,658,73686
4905,234988120845173,234988120847747,234988120918303,234988120918963,2574,70556,660,73790
4906,234988121045191,234988121047525,234988121116483,234988121117147,2334,68958,664,71956
4907,234988121233423,234988121234869,234988121303153,234988121303825,1446,68284,672,70402
4908,234988121419775,234988121421199,234988121492911,234988121493595,1424,71712,684,73820
4909,234988121609893,234988121611313,234988121681249,234988121681915,1420,69936,666,72022
4910,234988121798293,234988121799725,234988121870555,234988121871227,1432,70830,672,72934
4911,234988121986957,234988121989439,234988122060005,234988122060667,2482,70566,662,73710
4912,234988122176069,234988122177479,234988122248929,234988122249593,1410,71450,664,73524
4913,234988122379075,234988122380807,234988122451387,234988122452035,1732,70580,648,72960
4914,234988122568241,234988122570619,234988122642175,234988122642817,2378,71556,642,74576
4915,234988122758879,234988122760309,234988122830425,234988122831097,1430,70116,672,72218
4916,234988122956189,234988122957611,234988123028621,234988123029287,1422,71010,666,73098
4917,234988123145717,234988123147153,234988123217755,234988123218443,1436,70602,688,72726
4918,234988123334687,234988123336099,234988123407047,234988123407731,1412,70948,684,73044
4919,234988123523921,234988123526323,234988123594777,234988123595453,2402,68454,676,71532
4920,234988123711291,234988123713617,234988123781315,234988123781977,2326,67698,662,70686
4921,234988123897991,234988123899407,234988123969577,234988123970249,1416,70170,672,72258
4922,234988124086385,234988124087813,234988124157503,234988124158181,1428,69690,678,71796
4923,234988124274515,234988124275963,234988124345323,234988124345999,1448,69360,676,71484
4924,234988124462291,234988124463707,234988124534539,234988124535181,1416,70832,642,72890
4925,234988124651255,234988124653579,234988124723177,234988124723837,2324,69598,660,72582
4926,234988124848651,234988124851021,234988124922541,234988124923219,2370,71520,678,74568
4927,234988125047371,234988125048787,234988125120641,234988125121313,1416,71854,672,73942
4928,234988125236957,234988125238363,234988125312211,234988125312877,1406,73848,666,75920
4929,234988125436267,234988125438665,234988125507331,234988125508019,2398,68666,688,71752
4930,234988125624487,234988125625903,234988125697751,234988125698425,1416,71848,674,73938
4931,234988125814439,234988125815863,234988125884819,234988125885493,1424,68956,674,71054
4932,234988126001599,234988126003027,234988126072571,234988126073231,1428,69544,660,71632
4933,234988126189363,234988126190819,234988126258063,234988126258759,1456,67244,696,69396
4934,234988126374883,234988126377311,234988126446575,234988126447255,2428,69264,680,72372
4935,234988126563445,234988126564867,234988126634363,234988126635043,1422,69496,680,71598
4936,234988126750807,234988126752227,234988126822601,234988126823243,1420,70374,642,72436
4937,234988126947649,234988126949045,234988127021095,234988127021791,1396,72050,696,74142
4938,234988127137961,234988127139371,234988127209499,234988127210161,1410,70128,662,72200
4939,234988127325865,234988127328109,234988127397313,234988127398001,2244,69204,688,72136
4940,234988127514215,234988127515649,234988127583019,234988127583691,1434,67370,672,69476
4941,234988127699707,234988127701111,234988127772571,234988127773249,1404,71460,678,73542
4942,234988127889157,234988127890597,234988127961473,234988127962175,1440,70876,702,73018
4943,234988128077957,234988128079351,234988128150625,234988128151283,1394,71274,658,73326
4944,234988128266917,234988128268325,234988128340213,234988128340901,1408,71888,688,73984
4945,234988128465679,234988128467983,234988128535511,234988128536195,2304,67528,684,70516
4946,234988128652655,234988128654929,234988128724223,234988128724885,2274,69294,662,72230
4947,234988128849521,234988128850937,234988128922163,234988128922807,1416,71226,644,73286
4948,234988129038797,234988129040243,234988129111229,234988129111891,1446,70986,662,73094
4949,234988129228369,234988129229815,234988129300847,234988129301515,1446,71032,668,73146
4950,234988129417543,234988129419011,234988129487377,234988129488047,1468,68366,670,70504
4951,234988129604627,234988129606031,234988129679491,234988129680145,1404,73460,654,75518
4952,234988129795583,234988129797985,234988129867825,234988129868449,2402,69840,624,72866
4953,234988129984531,234988129986299,234988130055781,234988130056447,1768,69482,666,71916
4954,234988130172439,234988130173831,234988130246149,234988130246813,1392,72318,664,74374
4955,234988130362669,234988130364101,234988130433787,234988130434457,1432,69686,670,71788
4956,234988130550553,234988130552869,234988130621465,234988130622119,2316,68596,654,71566
4957,234988130746865,234988130749187,234988130819381,234988130820067,2322,70194,686,73202
4958,234988130936747,234988130938159,234988131007641,234988131008321,1412,69482,680,71574
4959,234988131124507,234988131125905,234988131196499,234988131197165,1398,70594,666,72658
4960,234988131312977,234988131314393,234988131386839,234988131387517,1416,72446,678,74540
4961,234988131511843,234988131513253,234988131584183,234988131584857,1410,70930,674,73014
4962,234988131701033,234988131702445,234988131772043,234988131772747,1412,69598,704,71714
4963,234988131888805,234988131890215,234988131961685,234988131962343,1410,71470,658,73538
4964,234988132078519,234988132079935,234988132152623,234988132153321,1416,72688,698,74802
4965,234988132269403,234988132270813,234988132343225,234988132343899,1410,72412,674,74496
4966,234988132459973,234988132461407,234988132530523,234988132531223,1434,69116,700,71250
4967,234988132662623,234988132664969,234988132733501,234988132734169,2346,68532,668,71546
4968,234988132850573,234988132852009,234988132921817,234988132922479,1436,69808,662,71906
4969,234988133038309,234988133039725,234988133110139,234988133110789,1416,70414,650,72480
4970,234988133226581,234988133227979,234988133298121,234988133298793,1398,70142,672,72212
4971,234988133414719,234988133416979,234988133488321,234988133488979,2260,71342,658,74260
4972,234988133613359,234988133614771,234988133685653,234988133686319,1412,70882,666,72960
4973,234988133802077,234988133803667,234988133875237,234988133875859,1590,71570,622,73782
4974,234988133992493,234988133993905,234988134063649,234988134064337,1412,69744,688,71844
4975,234988134180233,234988134181639,234988134251927,234988134252589,1406,70288,662,72356
4976,234988134382873,234988134385163,234988134454867,234988134455545,2290,69704,678,72672
4977,234988134580097,234988134581513,234988134654619,234988134655313,1416,73106,694,75216
4978,234988134771011,234988134772457,234988134841237,234988134841907,1446,68780,670,70896
4979,234988134957941,234988134959353,234988135027741,234988135028413,1412,68388,672,70472
4980,234988135144711,234988135146163,234988135214003,234988135214693,1452,67840,690,69982
4981,234988135331051,234988135333477,234988135403231,234988135403893,2426,69754,662,72842
4982,234988135519651,234988135521053,234988135591925,234988135592591,1402,70872,666,72940
4983,234988135708561,234988135710007,234988135779335,234988135780009,1446,69328,674,71448
4984,234988135895281,234988135896701,234988135967031,234988135967695,1420,70330,664,72414
4985,234988136083267,234988136085647,234988136155795,234988136156461,2380,70148,666,73194
4986,234988136272795,234988136274409,234988136345321,234988136346011,1614,70912,690,73216
4987,234988136470111,234988136471549,234988136542639,234988136543297,1438,71090,658,73186
4988,234988136659253,234988136660833,234988136729557,234988136730215,1580,68724,658,70962
4989,234988136846021,234988136847475,234988136916625,234988136917267,1454,69150,642,71246
4990,234988137033383,234988137034819,234988137103747,234988137104387,1436,68928,640,71004
4991,234988137220249,234988137222563,234988137293347,234988137294011,2314,70784,664,73762
4992,234988137418643,234988137420031,234988137488749,234988137489403,1388,68718,654,70760
4993,234988137605599,234988137606997,234988137677731,234988137678337,1398,70734,606,72738
4994,234988137794359,234988137795793,234988137865533,234988137866189,1434,69740,656,71830
4995,234988137982193,234988137984025,234988138053469,234988138054099,1832,69444,630,71906
4996,234988138170031,234988138172357,234988138242631,234988138243235,2326,70274,604,73204
4997,234988138368901,234988138370467,234988138441169,234988138441841,1566,70702,672,72940
4998,234988138557739,234988138560091,234988138627597,234988138628293,2352,67506,696,70554
4999,234988138744259,234988138745651,234988138817663,234988138818307,1392,72012,644,74048
5000,234988138933979,234988138936297,234988139007971,234988139008633,2318,71674,662,74654
5001,234988139124457,234988139125847,234988139196861,234988139197529,1390,71014,668,73072
5002,234988139314219,234988139316509,234988139387359,234988139388019,2290,70850,660,73800
5003,234988139503715,234988139505853,234988139572811,234988139573455,2138,66958,644,69740
5004,234988139689069,234988139690471,234988139761217,234988139761873,1402,70746,656,72804
5005,234988139877319,234988139878741,234988139948491,234988139949173,1422,69750,682,71854
5006,234988140064915,234988140066313,234988140135125,234988140135791,1398,68812,666,70876
5007,234988140260479,234988140261827,234988140334051,234988140334693,1348,72224,642,74214
5008,234988140459259,234988140460747,234988140532111,234988140532733,1488,71364,622,73474
5009,234988140649111,234988140651373,234988140722021,234988140722695,2262,70648,674,73584
5010,234988140838283,234988140839731,234988140909617,234988140910285,1448,69886,668,72002
5011,234988141026115,234988141027541,234988141097527,234988141098181,1426,69986,654,72066
5012,234988141214011,234988141215937,234988141286395,234988141287065,1926,70458,670,73054
5013,234988141402547,234988141403927,234988141473911,234988141474561,1380,69984,650,72014
5014,234988141590391,234988141592749,234988141663207,234988141663837,2358,70458,630,73446
5015,234988141779739,234988141781147,234988141851659,234988141852337,1408,70512,678,72598
5016,234988141968335,234988141969777,234988142039287,234988142039929,1442,69510,642,71594
5017,234988142173717,234988142175197,234988142245819,234988142246479,1480,70622,660,72762
5018,234988142362877,234988142364293,234988142433577,234988142434223,1416,69284,646,71346
5019,234988142550211,234988142552533,234988142619971,234988142620649,2322,67438,678,70438
5020,234988142736545,234988142739181,234988142810489,234988142811139,2636,71308,650,74594
5021,234988142927021,234988142928449,234988143000901,234988143001565,1428,72452,664,74544
5022,234988143117653,234988143119111,234988143189371,234988143190045,1458,70260,674,72392
5023,234988143305719,234988143307139,234988143377761,234988143378425,1420,70622,664,72706
5024,234988143503423,234988143505231,234988143576121,234988143576803,1808,70890,682,73380
5025,234988143692915,234988143694355,234988143764927,234988143765613,1440,70572,686,72698
5026,234988143881489,234988143882917,234988143952981,234988143953677,1428,70064,696,72188
5027,234988144079413,234988144081849,234988144152395,234988144153067,2436,70546,672,73654
5028,234988144269283,234988144270735,234988144341239,234988144341919,1452,70504,680,72636
5029,234988144458715,234988144460165,234988144528513,234988144529179,1450,68348,666,70464
5030,234988144645115,234988144647839,234988144717339,234988144718045,2724,69500,706,72930
5031,234988144835081,234988144837415,234988144907749,234988144908409,2334,70334,660,73328
5032,234988145024605,234988145026933,234988145096335,234988145096989,2328,69402,654,72384
5033,234988145212381,234988145213813,234988145286791,234988145287451,1432,72978,660,75070
5034,234988145403415,234988145404841,234988145476813,234988145477479,1426,71972,666,74064
5035,234988145592989,234988145594389,234988145668723,234988145669363,1400,74334,640,76374
5036,234988145785465,234988145787745,234988145857477,234988145858119,2280,69732,642,72654
5037,234988145973985,234988145975993,234988146043337,234988146044003,2008,67344,666,70018
5038,234988146169079,234988146170537,234988146239537,234988146240223,1458,69000,686,71144
5039,234988146369457,234988146371805,234988146440467,234988146441163,2348,68662,696,71706
5040,234988146557335,234988146558781,234988146628753,234988146629353,1446,69972,600,72018
5041,234988146745549,234988146746965,234988146815477,234988146816135,1416,68512,658,70586
5042,234988146932197,234988146933637,234988147002747,234988147003409,1440,69110,662,71212
5043,234988147119313,234988147120745,234988147190893,234988147191529,1432,70148,636,72216
5044,234988147307069,234988147309345,234988147378439,234988147379107,2276,69094,668,72038
5045,234988147495355,234988147497649,234988147566889,234988147567571,2294,69240,682,72216
5046,234988147683485,234988147684891,234988147754549,234988147755235,1406,69658,686,71750
5047,234988147871765,234988147874083,234988147943153,234988147943821,2318,69070,668,72056
5048,234988148069677,234988148071093,234988148140891,234988148141543,1416,69798,652,71866
5049,234988148257063,234988148259419,234988148328649,234988148329315,2356,69230,666,72252
5050,234988148445415,234988148446859,234988148515303,234988148515963,1444,68444,660,70548
5051,234988148631939,234988148633395,234988148707195,234988148707877,1456,73800,682,75938
5052,234988148823587,234988148825017,234988148895805,234988148896477,1430,70788,672,72890
5053,234988149012557,234988149013981,234988149084385,234988149085067,1424,70404,682,72510
5054,234988149201535,234988149203815,234988149274189,234988149274867,2280,70374,678,73332
5055,234988149398965,234988149400939,234988149471899,234988149472583,1974,70960,684,73618
5056,234988149588641,234988149590081,234988149660563,234988149661235,1440,70482,672,72594
5057,234988149777265,234988149779593,234988149850925,234988149851569,2328,71332,644,74304
5058,234988149975967,234988149977417,234988150046365,234988150047031,1450,68948,666,71064
5059,234988150163245,234988150164683,234988150233779,234988150234439,1438,69096,660,71194
5060,234988150350565,234988150352927,234988150423015,234988150423697,2362,70088,682,73132
5061,234988150540073,234988150541441,234988150613509,234988150614163,1368,72068,654,74090
5062,234988150730347,234988150731755,234988150804271,234988150804945,1408,72516,674,74598
5063,234988150929563,234988150930951,234988151002639,234988151003329,1388,71688,690,73766
5064,234988151119205,234988151121511,234988151193073,234988151193751,2306,71562,678,74546
5065,234988151309567,234988151311013,234988151380705,234988151381387,1446,69692,682,71820
5066,234988151497349,234988151498783,234988151568079,234988151568773,1434,69296,694,71424
5067,234988151684495,234988151685905,234988151755991,234988151756675,1410,70086,684,72180
5068,234988151879789,234988151881073,234988151906683,234988151907347,1284,25610,664,27558
5069,234988151993785,234988151994929,234988152058901,234988152059587,1144,63972,686,65802
5070,234988152147155,234988152148303,234988152210289,234988152210961,1148,61986,672,63806
5071,234988152312637,234988152313813,234988152377983,234988152378625,1176,64170,642,65988
5072,234988152465385,234988152466565,234988152526907,234988152527561,1180,60342,654,62176
5073,234988152613859,234988152615245,234988152676157,234988152676813,1386,60912,656,62954
5074,234988152762913,234988152764107,234988152826109,234988152826783,1194,62002,674,63870
5075,234988152913099,234988152914249,234988152976933,234988152977621,1150,62684,688,64522
5076,234988153064033,234988153066183,234988153128545,234988153129199,2150,62362,654,65166
5077,234988153215583,234988153216789,234988153278863,234988153279535,1206,62074,672,63952
5078,234988153366105,234988153368235,234988153429331,234988153429997,2130,61096,666,63892
5079,234988153524449,234988153525627,234988153587487,234988153588139,1178,61860,652,63690
5080,234988153674415,234988153676557,234988153737145,234988153737817,2142,60588,672,63402
5081,234988153824365,234988153825543,234988153887275,234988153887949,1178,61732,674,63584
5082,234988153973793,234988153975927,234988154036773,234988154037463,2134,60846,690,63670
5083,234988154123435,234988154125265,234988154187641,234988154188299,1830,62376,658,64864
5084,234988154274277,234988154275457,234988154339017,234988154339719,1180,63560,702,65442
5085,234988154426159,234988154428361,234988154490097,234988154490781,2202,61736,684,64622
5086,234988154577019,234988154578171,234988154640533,234988154641205,1152,62362,672,64186
5087,234988154726833,234988154729039,234988154790163,234988154790835,2206,61124,672,64002
5088,234988154876441,234988154877599,234988154940215,234988154940883,1158,62616,668,64442
5089,234988155026467,234988155027641,234988155089779,234988155090451,1174,62138,672,63984
5090,234988155191957,234988155194095,234988155257005,234988155257659,2138,62910,654,65702
5091,234988155351889,234988155353081,234988155417089,234988155417791,1192,64008,702,65902
5092,234988155503989,234988155505135,234988155568411,234988155569063,1146,63276,652,65074
5093,234988155654821,234988155656005,234988155715693,234988155716353,1184,59688,660,61532
5094,234988155802413,234988155804551,234988155867091,234988155867769,2138,62540,678,65356
5095,234988155953929,234988155955115,234988156016501,234988156017167,1186,61386,666,63238
5096,234988156102717,234988156103893,234988156165579,234988156166267,1176,61686,688,63550
5097,234988156252241,234988156253423,234988156313359,234988156314031,1182,59936,672,61790
5098,234988156399589,234988156400741,234988156464383,234988156465033,1152,63642,650,65444
5099,234988156551923,234988156553101,234988156615627,234988156616293,1178,62526,666,64370
5100,234988156702307,234988156703495,234988156765441,234988156766137,1188,61946,696,63830
5101,234988156859977,234988156861139,234988156924193,234988156924861,1162,63054,668,64884
5102,234988157011055,234988157012279,234988157074825,234988157075519,1224,62546,694,64464
5103,234988157161355,234988157162521,234988157224819,234988157225495,1166,62298,676,64140
5104,234988157311819,234988157312983,234988157375689,234988157376361,1164,62706,672,64542
5105,234988157462575,234988157464715,234988157525605,234988157526287,2140,60890,682,63712
5106,234988157612605,234988157613767,234988157675707,234988157676365,1162,61940,658,63760
5107,234988157762047,234988157763227,234988157827237,234988157827895,1180,64010,658,65848
5108,234988157924885,234988157926081,234988157989661,234988157990323,1196,63580,662,65438
5109,234988158079525,234988158081673,234988158142489,234988158143143,2148,60816,654,63618
5110,234988158233989,234988158235165,234988158301477,234988158302131,1176,66312,654,68142
5111,234988158398525,234988158400877,234988158463319,234988158463991,2352,62442,672,65466
5112,234988158561817,234988158563029,234988158626039,234988158626723,1212,63010,684,64906
5113,234988158719227,234988158720439,234988158784951,234988158785617,1212,64512,666,66390
5114,234988158878749,234988158880055,234988158943369,234988158944059,1306,63314,690,65310
5115,234988159036773,234988159038083,234988159102979,234988159103647,1310,64896,668,66874
5116,234988159196545,234988159197755,234988159261991,234988159262659,1210,64236,668,66114
5117,234988159354895,234988159356133,234988159421269,234988159421933,1238,65136,664,67038
5118,234988159519441,234988159520701,234988159584743,234988159585417,1260,64042,674,65976
5119,234988159683295,234988159684565,234988159748701,234988159749337,1270,64136,636,66042
5120,234988159846885,234988159848137,234988159913275,234988159913947,1252,65138,672,67062
5121,234988160011825,234988160014109,234988160078675,234988160079383,2284,64566,708,67558
5122,234988160180989,234988160182289,234988160249431,234988160250091,1300,67142,660,69102
5123,234988160362609,234988160363931,234988160431901,234988160432567,1322,67970,666,69958
5124,234988160537527,234988160538853,234988160605171,234988160605819,1326,66318,648,68292
5125,234988160709985,234988160711305,234988160778961,234988160779627,1320,67656,666,69642
5126,234988160883691,234988160885929,234988160954107,234988160954777,2238,68178,670,71086
5127,234988161071737,234988161073147,234988161142435,234988161143113,1410,69288,678,71376
5128,234988161258815,234988161260227,234988161331343,234988161332011,1412,71116,668,73196
5129,234988161457663,234988161459071,234988161530011,234988161530677,1408,70940,666,73014
5130,234988161646639,234988161648101,234988161719521,234988161720187,1462,71420,666,73548
5131,234988161836185,234988161837581,234988161908041,234988161908705,1396,70460,664,72520
5132,234988162024861,234988162026293,234988162097609,234988162098283,1432,71316,674,73422
5133,234988162224067,234988162225513,234988162293259,234988162293943,1446,67746,684,69876
5134,234988162410769,234988162412185,234988162480801,234988162481449,1416,68616,648,70680
5135,234988162597009,234988162598423,234988162669105,234988162669771,1414,70682,666,72762
5136,234988162786061,234988162787491,234988162859029,234988162859695,1430,71538,666,73634
5137,234988162975915,234988162977385,234988163050151,234988163050847,1470,72766,696,74932
5138,234988163167031,234988163168465,234988163239015,234988163239687,1434,70550,672,72656
5139,234988163356145,234988163357617,234988163426765,234988163427431,1472,69148,666,71286
5140,234988163543239,234988163544659,234988163617985,234988163618669,1420,73326,684,75430
5141,234988163734921,234988163736325,234988163808715,234988163809379,1404,72390,664,74458
5142,234988163925641,234988163927083,234988163999281,234988163999971,1442,72198,690,74330
5143,234988164123719,234988164125821,234988164195661,234988164196315,2102,69840,654,72596
5144,234988164325391,234988164326811,234988164397039,234988164397703,1420,70228,664,72312
5145,234988164514121,234988164515539,234988164584905,234988164585595,1418,69366,690,71474
5146,234988164701449,234988164702901,234988164774091,234988164774787,1452,71190,696,73338
5147,234988164890495,234988164891887,234988164963823,234988164964495,1392,71936,672,74000
5148,234988165080991,234988165083317,234988165153915,234988165154585,2326,70598,670,73594
5149,234988165270865,234988165273213,234988165342679,234988165343323,2348,69466,644,72458
5150,234988165459673,234988165461989,234988165531253,234988165531909,2316,69264,656,72236
5151,234988165648373,234988165650641,234988165721081,234988165721769,2268,70440,688,73396
5152,234988165837339,234988165839635,234988165909253,234988165909915,2296,69618,662,72576
5153,234988166034455,234988166035907,234988166107859,234988166108533,1452,71952,674,74078
5154,234988166233151,234988166234525,234988166308097,234988166308781,1374,73572,684,75630
5155,234988166425055,234988166428055,234988166498207,234988166498849,3000,70152,642,73794
5156,234988166614735,234988166616133,234988166686523,234988166687201,1398,70390,678,72466
5157,234988166803267,234988166805583,234988166873729,234988166874419,2316,68146,690,71152
5158,234988166990347,234988166992633,234988167062369,234988167063043,2286,69736,674,72696
5159,234988167179143,234988167180575,234988167252887,234988167253555,1432,72312,668,74412
5160,234988167378025,234988167380393,234988167448945,234988167449627,2368,68552,682,71602
5161,234988167565657,234988167567965,234988167637195,234988167637861,2308,69230,666,72204
5162,234988167753949,234988167756247,234988167825851,234988167826535,2298,69604,684,72586
5163,234988167951133,234988167952607,234988168022263,234988168022921,1474,69656,658,71788
5164,234988168139557,234988168140997,234988168211755,234988168212373,1440,70758,618,72816
5165,234988168328485,234988168329985,234988168397645,234988168398307,1500,67660,662,69822
5166,234988168514671,234988168516075,234988168588807,234988168589437,1404,72732,630,74766
5167,234988168705033,234988168707305,234988168778165,234988168778815,2272,70860,650,73782
5168,234988168894433,234988168895905,234988168964293,234988168964999,1472,68388,706,70566
5169,234988169080849,234988169082253,234988169152765,234988169153435,1404,70512,670,72586
5170,234988169269991,234988169271415,234988169344669,234988169345339,1424,73254,670,75348
5171,234988169461769,234988169463227,234988169530415,234988169531051,1458,67188,636,69282
5172,234988169647273,234988169648713,234988169717863,234988169718535,1440,69150,672,71262
5173,234988169843377,234988169844793,234988169915711,234988169916401,1416,70918,690,73024
5174,234988170032353,234988170033793,234988170105217,234988170105891,1440,71424,674,73538
5175,234988170221717,234988170223133,234988170293059,234988170293723,1416,69926,664,72006
5176,234988170418039,234988170420959,234988170492029,234988170492719,2920,71070,690,74680
5177,234988170608269,234988170609695,234988170679681,234988170680329,1426,69986,648,72060
5178,234988170796579,234988170798047,234988170866831,234988170867503,1468,68784,672,70924
5179,234988170983933,234988170985387,234988171056655,234988171057325,1454,71268,670,73392
5180,234988171173047,234988171174483,234988171243255,234988171243943,1436,68772,688,70896
5181,234988171360337,234988171362409,234988171431727,234988171432397,2072,69318,670,72060
