trace,round_start_tsc,round_done_tsc,rest_start_tsc,trace_done_tsc,first_round_cycles,attacker_measurement_window_cycles,rest_aes_cycles,trace_wall_cycles
5182,234988171548923,234988171550381,234988171619803,234988171620479,1458,69422,676,71556
5183,234988171736695,234988171738123,234988171808893,234988171809581,1428,70770,688,72886
5184,234988171934671,234988171936519,234988172008201,234988172008841,1848,71682,640,74170
5185,234988172124923,234988172127277,234988172194459,234988172195143,2354,67182,684,70220
5186,234988172311243,234988172312641,234988172383121,234988172383789,1398,70480,668,72546
5187,234988172499335,234988172500747,234988172570179,234988172570839,1412,69432,660,71504
5188,234988172686817,234988172689129,234988172757505,234988172758187,2312,68376,682,71370
5189,234988172874629,234988172876969,234988172947681,234988172948371,2340,70712,690,73742
5190,234988173063689,234988173065093,234988173134603,234988173135269,1404,69510,666,71580
5191,234988173251573,234988173253019,234988173322463,234988173323141,1446,69444,678,71568
5192,234988173447137,234988173448565,234988173519157,234988173519829,1428,70592,672,72692
5193,234988173635491,234988173636919,234988173709553,234988173710221,1428,72634,668,74730
5194,234988173840977,234988173843287,234988173912085,234988173912757,2310,68798,672,71780
5195,234988174029077,234988174030487,234988174101527,234988174102141,1410,71040,614,73064
5196,234988174218073,234988174219883,234988174289107,234988174289767,1810,69224,660,71694
5197,234988174405549,234988174407241,234988174477027,234988174477721,1692,69786,694,72172
5198,234988174593847,234988174596197,234988174663579,234988174664249,2350,67382,670,70402
5199,234988174789697,234988174791131,234988174861355,234988174862039,1434,70224,684,72342
5200,234988174978003,234988174980317,234988175050285,234988175050943,2314,69968,658,72940
5201,234988175167273,234988175168707,234988175240137,234988175240795,1434,71430,658,73522
5202,234988175357053,234988175358491,234988175428991,234988175429651,1438,70500,660,72598
5203,234988175545849,234988175548159,234988175617783,234988175618437,2310,69624,654,72588
5204,234988175742461,234988175743895,234988175815715,234988175816395,1434,71820,680,73934
5205,234988175932399,234988175934721,234988176005047,234988176005695,2322,70326,648,73296
5206,234988176121741,234988176123203,234988176194153,234988176194807,1462,70950,654,73066
5207,234988176323635,234988176325055,234988176396521,234988176397183,1420,71466,662,73548
5208,234988176513539,234988176515947,234988176585221,234988176585883,2408,69274,662,72344
5209,234988176701993,234988176703393,234988176774835,234988176775499,1400,71442,664,73506
5210,234988176891343,234988176892759,234988176962815,234988176963487,1416,70056,672,72144
5211,234988177079639,234988177082029,234988177151329,234988177151977,2390,69300,648,72338
5212,234988177268029,234988177269457,234988177340497,234988177341151,1428,71040,654,73122
5213,234988177457389,234988177459687,234988177528283,234988177528955,2298,68596,672,71566
5214,234988177661233,234988177662655,234988177733045,234988177733713,1422,70390,668,72480
5215,234988177849867,234988177852181,234988177922287,234988177922969,2314,70106,682,73102
5216,234988178039263,234988178040707,234988178111449,234988178112115,1444,70742,666,72852
5217,234988178228867,234988178230453,234988178301967,234988178302645,1586,71514,678,73778
5218,234988178418673,234988178420999,234988178489399,234988178490083,2326,68400,684,71410
5219,234988178605387,234988178606813,234988178677831,234988178678507,1426,71018,676,73120
5220,234988178794661,234988178796083,234988178864747,234988178865443,1422,68664,696,70782
5221,234988178982277,234988178983685,234988179053887,234988179054593,1408,70202,706,72316
5222,234988179170647,234988179172795,234988179242515,234988179243193,2148,69720,678,72546
5223,234988179367799,234988179369251,234988179439619,234988179440291,1452,70368,672,72492
5224,234988179564887,234988179567197,234988179637157,234988179637849,2310,69960,692,72962
5225,234988179753305,234988179754693,234988179827225,234988179827891,1388,72532,666,74586
5226,234988179943669,234988179945077,234988180014551,234988180015231,1408,69474,680,71562
5227,234988180131097,234988180133437,234988180204045,234988180204727,2340,70608,682,73630
5228,234988180321133,234988180322563,234988180389713,234988180390339,1430,67150,626,69206
5229,234988180506707,234988180508173,234988180579577,234988180580245,1466,71404,668,73538
5230,234988180696079,234988180697525,234988180768399,234988180769059,1446,70874,660,72980
5231,234988180885633,234988180887967,234988180957369,234988180958069,2334,69402,700,72436
5232,234988181074277,234988181075983,234988181146217,234988181146907,1706,70234,690,72630
5233,234988181262883,234988181264305,234988181334953,234988181335621,1422,70648,668,72738
5234,234988181462815,234988181465171,234988181534137,234988181534791,2356,68966,654,71976
5235,234988181650399,234988181652721,234988181722731,234988181723405,2322,70010,674,73006
5236,234988181838907,234988181840363,234988181910035,234988181910691,1456,69672,656,71784
5237,234988182026965,234988182029315,234988182097631,234988182098287,2350,68316,656,71322
5238,234988182214771,234988182216169,234988182285253,234988182285949,1398,69084,696,71178
5239,234988182410747,234988182413057,234988182481445,234988182482129,2310,68388,684,71382
5240,234988182598225,234988182599687,234988182667957,234988182668651,1462,68270,694,70426
5241,234988182784837,234988182787111,234988182856013,234988182856675,2274,68902,662,71838
5242,234988182973091,234988182974509,234988183044389,234988183045039,1418,69880,650,71948
5243,234988183160993,234988183162409,234988183235407,234988183236049,1416,72998,642,75056
5244,234988183358935,234988183360403,234988183431907,234988183432565,1468,71504,658,73630
5245,234988183557467,234988183558889,234988183628411,234988183629109,1422,69522,698,71642
5246,234988183745357,234988183746757,234988183817473,234988183818139,1400,70716,666,72782
5247,234988183934305,234988183936639,234988184004601,234988184005259,2334,67962,658,70954
5248,234988184121493,234988184122895,234988184195393,234988184196055,1402,72498,662,74562
5249,234988184311721,234988184313719,234988184385259,234988184385917,1998,71540,658,74196
5250,234988184502197,234988184503621,234988184574805,234988184575471,1424,71184,666,73274
5251,234988184691295,234988184693575,234988184764555,234988184765183,2280,70980,628,73888
5252,234988184881381,234988184882789,234988184956967,234988184957633,1408,74178,666,76252
5253,234988185073493,234988185074933,234988185145429,234988185146089,1440,70496,660,72596
5254,234988185279659,234988185281111,234988185350299,234988185350975,1452,69188,676,71316
5255,234988185471023,234988185473909,234988185543497,234988185544171,2886,69588,674,73148
5256,234988185660367,234988185661777,234988185734399,234988185735059,1410,72622,660,74692
5257,234988185850939,234988185852365,234988185922913,234988185923597,1426,70548,684,72658
5258,234988186039583,234988186040987,234988186113391,234988186114051,1404,72404,660,74468
5259,234988186230011,234988186231429,234988186303247,234988186303897,1418,71818,650,73886
5260,234988186419373,234988186421329,234988186489939,234988186490617,1956,68610,678,71244
5261,234988186606291,234988186607719,234988186678061,234988186678721,1428,70342,660,72430
5262,234988186795363,234988186796791,234988186866805,234988186867423,1428,70014,618,72060
5263,234988186983635,234988186985953,234988187055181,234988187055851,2318,69228,670,72216
5264,234988187180761,234988187183531,234988187209963,234988187210639,2770,26432,676,29878
5265,234988187326097,234988187327533,234988187397023,234988187397655,1436,69490,632,71558
5266,234988187513383,234988187514805,234988187584373,234988187585039,1422,69568,666,71656
5267,234988187701157,234988187703259,234988187773133,234988187773783,2102,69874,650,72626
5268,234988187889859,234988187891281,234988187961473,234988187962129,1422,70192,656,72270
5269,234988188078613,234988188080063,234988188149791,234988188150479,1450,69728,688,71866
5270,234988188279013,234988188280429,234988188352069,234988188352771,1416,71640,702,73758
5271,234988188469339,234988188470711,234988188541379,234988188542063,1372,70668,684,72724
5272,234988188658439,234988188660745,234988188730201,234988188730865,2306,69456,664,72426
5273,234988188847391,234988188848827,234988188918895,234988188919555,1436,70068,660,72164
5274,234988189044301,234988189045723,234988189116371,234988189117051,1422,70648,680,72750
5275,234988189233469,234988189235827,234988189305911,234988189306597,2358,70084,686,73128
5276,234988189422809,234988189425175,234988189494433,234988189495111,2366,69258,678,72302
5277,234988189611467,234988189612903,234988189683667,234988189684373,1436,70764,706,72906
5278,234988189800307,234988189801745,234988189873199,234988189873867,1438,71454,668,73560
5279,234988189989803,234988189991197,234988190064689,234988190065385,1394,73492,696,75582
5280,234988190181199,234988190182613,234988190254295,234988190254979,1414,71682,684,73780
5281,234988190371057,234988190372491,234988190443597,234988190444233,1434,71106,636,73176
5282,234988190559977,234988190562379,234988190632709,234988190633377,2402,70330,668,73400
5283,234988190748871,234988190750291,234988190819909,234988190820571,1420,69618,662,71700
5284,234988190936695,234988190938135,234988191009137,234988191009805,1440,71002,668,73110
5285,234988191133765,234988191136109,234988191206369,234988191207049,2344,70260,680,73284
5286,234988191331231,234988191333979,234988191404255,234988191404929,2748,70276,674,73698
5287,234988191520703,234988191522137,234988191592709,234988191593383,1434,70572,674,72680
5288,234988191709549,234988191710965,234988191779819,234988191780503,1416,68854,684,70954
5289,234988191897133,234988191898529,234988191969877,234988191970579,1396,71348,702,73446
5290,234988192096343,234988192098661,234988192168193,234988192168855,2318,69532,662,72512
5291,234988192285451,234988192287763,234988192357891,234988192358579,2312,70128,688,73128
5292,234988192474451,234988192475855,234988192546441,234988192547119,1404,70586,678,72668
5293,234988192662883,234988192664309,234988192734691,234988192735361,1426,70382,670,72478
5294,234988192852043,234988192853429,234988192926157,234988192926835,1386,72728,678,74792
5295,234988193050555,234988193051969,234988193123459,234988193124127,1414,71490,668,73572
5296,234988193239813,234988193241877,234988193313875,234988193314565,2064,71998,690,74752
5297,234988193429897,234988193432191,234988193501207,234988193501887,2294,69016,680,71990
5298,234988193618129,234988193619577,234988193689501,234988193690191,1448,69924,690,72062
5299,234988193806381,234988193807839,234988193876501,234988193877157,1458,68662,656,70776
5300,234988193992945,234988193994407,234988194064411,234988194065069,1462,70004,658,72124
5301,234988194181745,234988194183095,234988194254327,234988194255005,1350,71232,678,73260
5302,234988194378991,234988194380429,234988194449897,234988194450595,1438,69468,698,71604
5303,234988194566545,234988194567949,234988194637769,234988194638441,1404,69820,672,71896
5304,234988194755015,234988194756409,234988194827045,234988194827713,1394,70636,668,72698
5305,234988194952525,234988194955069,234988195024117,234988195024789,2544,69048,672,72264
5306,234988195141849,234988195144177,234988195212521,234988195213171,2328,68344,650,71322
5307,234988195329019,234988195330435,234988195402327,234988195402985,1416,71892,658,73966
5308,234988195518991,234988195520401,234988195593091,234988195593763,1410,72690,672,74772
5309,234988195709635,234988195711079,234988195780603,234988195781275,1444,69524,672,71640
5310,234988195897099,234988195898537,234988195968733,234988195969437,1438,70196,704,72338
5311,234988196085607,234988196087041,234988196155709,234988196156353,1434,68668,644,70746
5312,234988196272675,234988196274835,234988196346013,234988196346709,2160,71178,696,74034
5313,234988196462585,234988196464009,234988196534251,234988196534947,1424,70242,696,72362
5314,234988196650923,234988196652331,234988196722921,234988196723597,1408,70590,676,72674
5315,234988196848109,234988196849587,234988196921981,234988196922649,1478,72394,668,74540
