index,hit_ticks,miss_ticks
44419,102,1104
44420,102,1092
44421,98,1098
44422,98,1098
44423,102,1092
44424,98,1106
44425,102,1096
44426,98,1096
44427,98,1094
44428,98,1096
44429,98,1096
44430,100,1094
44431,98,1098
44432,102,1092
44433,102,1104
44434,100,1098
44435,102,1090
44436,98,1114
44437,100,1618
44438,98,1096
44439,100,1098
44440,100,1102
44441,98,1102
44442,100,1088
44443,100,1096
44444,100,1092
44445,100,1102
44446,100,1092
44447,102,1104
44448,100,1102
44449,100,1092
44450,102,1092
44451,100,1094
44452,100,1104
44453,98,1092
44454,96,1094
44455,100,1098
44456,104,1630
44457,98,1100
44458,100,1092
44459,102,1098
44460,96,1094
44461,102,1104
44462,102,1098
44463,100,1104
44464,98,1092
44465,98,1096
44466,102,1098
44467,96,1094
44468,98,1092
44469,98,1104
44470,98,1098
44471,98,1100
44472,100,1094
44473,102,1102
44474,100,1096
44475,98,1562
44476,98,1096
44477,98,1096
44478,98,1086
44479,98,1092
44480,102,1100
44481,100,1092
44482,98,1090
44483,102,1092
44484,100,1100
44485,102,1090
44486,98,1102
44487,100,1098
44488,98,1094
44489,98,1096
44490,100,1098
44491,100,1100
44492,98,1100
44493,98,1098
44494,100,1624
44495,102,1098
44496,102,1100
44497,100,1096
44498,98,1108
44499,100,1088
44500,100,1092
44501,98,1100
44502,98,1094
44503,96,1104
44504,102,1092
44505,98,1108
44506,100,1092
44507,102,1090
44508,98,1098
44509,102,1098
44510,102,1092
44511,100,1098
44512,98,1102
44513,98,1560
44514,98,1092
44515,98,1102
44516,102,1102
44517,98,1092
44518,100,1096
44519,98,1100
44520,98,1098
44521,98,1092
44522,100,1098
44523,98,1094
44524,100,1104
44525,98,1092
44526,102,1092
44527,98,1104
44528,100,1096
44529,102,1092
44530,100,1098
44531,100,1092
44532,100,1566
44533,100,1094
44534,98,1092
44535,98,1092
44536,98,1092
44537,100,1108
44538,100,1092
44539,100,1100
44540,102,1092
44541,100,1096
44542,98,1092
44543,98,1098
44544,96,1098
44545,102,1100
44546,98,1092
44547,98,1102
44548,100,1098
44549,100,1096
44550,98,1098
44551,98,1638
44552,100,1098
44553,100,1092
44554,98,1096
44555,100,1106
44556,98,1100
44557,102,1086
44558,102,1098
44559,98,1104
44560,98,1098
44561,100,1086
44562,98,1100
44563,96,1096
44564,98,1092
44565,102,1092
44566,100,1098
44567,98,1104
44568,100,1098
44569,102,1096
44570,98,1596
44571,100,1102
44572,100,1096
44573,100,1094
44574,98,1092
44575,104,1092
44576,100,1098
44577,98,1088
44578,100,1110
44579,98,1092
44580,100,1096
44581,98,1092
44582,98,1092
44583,98,1098
44584,98,1094
44585,98,1098
44586,96,1090
44587,98,1098
44588,100,1104
44589,98,1096
44590,98,1542
44591,108,1096
44592,96,1092
44593,102,1100
44594,102,1098
44595,98,1092
44596,98,1092
44597,98,1102
44598,98,1098
44599,98,1088
44600,102,1092
44601,100,1104
44602,100,1104
44603,104,1098
44604,98,1092
44605,100,1108
44606,100,1098
44607,98,1094
44608,100,1624
44609,96,1094
44610,100,1092
44611,98,1096
44612,108,1104
44613,100,1094
44614,100,1090
44615,102,1092
44616,98,1100
44617,102,1100
44618,100,1092
44619,98,1098
44620,98,1092
44621,100,1092
44622,98,1094
44623,98,1110
44624,102,1092
44625,100,1088
44626,98,1098
44627,98,1578
44628,100,1096
44629,100,1092
44630,102,1094
44631,100,1116
44632,98,1098
44633,100,1098
44634,98,1098
44635,100,1098
44636,102,1104
44637,100,1092
44638,98,1096
44639,98,1098
44640,98,1102
44641,102,1104
44642,102,1092
44643,98,1102
44644,98,1092
44645,100,1092
44646,98,1590
44647,98,1102
44648,100,1104
44649,98,1096
44650,98,1088
44651,98,1088
44652,94,1094
44653,102,1094
44654,100,1096
44655,102,1098
44656,96,1098
44657,100,1104
44658,98,1090
44659,100,1100
44660,102,1090
44661,102,1102
44662,98,1094
44663,100,1092
44664,98,1102
44665,98,1560
44666,102,1104
44667,100,1096
44668,100,1096
44669,100,1094
44670,102,1092
44671,98,1094
44672,98,1092
44673,96,1094
44674,100,1098
44675,100,1092
44676,100,1096
44677,98,1100
44678,102,1104
44679,100,1098
44680,100,1112
44681,98,1098
44682,100,1092
44683,100,1100
44684,100,1596
44685,100,1098
44686,100,1098
44687,108,1098
44688,98,1098
44689,104,1088
44690,100,1098
44691,96,1098
44692,100,1098
44693,100,1090
44694,100,1088
44695,102,1106
44696,102,1096
44697,98,1092
44698,98,1094
44699,96,1094
44700,96,1098
44701,100,1096
44702,100,1098
44703,98,1572
44704,102,1098
44705,98,1104
44706,98,1092
44707,100,1090
44708,100,1092
44709,98,1098
44710,100,1100
44711,100,1092
44712,100,1098
44713,102,1092
44714,102,972
44715,98,1094
44716,98,1098
44717,100,1098
44718,102,1090
44719,98,1088
44720,102,1092
44721,98,1100
44722,98,1098
44723,102,1586
44724,98,1094
44725,102,1094
44726,98,1094
44727,100,1094
44728,98,1096
44729,100,1100
44730,98,1096
44731,98,1096
44732,98,1092
44733,100,1096
44734,100,1098
44735,100,1090
44736,100,1094
44737,98,1086
44738,100,1098
44739,98,1088
44740,98,1094
44741,100,1098
44742,100,1600
44743,98,1104
44744,102,1114
44745,100,1094
44746,98,1092
44747,102,1100
44748,96,1092
44749,102,1096
44750,100,1092
44751,100,1094
44752,98,1098
44753,98,1094
44754,100,1090
44755,98,1092
44756,102,1092
44757,102,1092
44758,98,1094
44759,100,1098
44760,98,1094
44761,102,1620
44762,100,1102
44763,98,1104
44764,98,1090
44765,100,1102
44766,98,1098
44767,100,1086
44768,102,1092
44769,100,1096
44770,98,1098
44771,102,1104
44772,100,1092
44773,102,1092
44774,102,1100
44775,100,1108
44776,98,1098
44777,98,1094
44778,100,1086
44779,100,1094
44780,102,1610
44781,96,1096
44782,98,1096
44783,100,1096
44784,98,1104
44785,100,1090
44786,102,1098
44787,104,1110
44788,98,1102
44789,100,1092
44790,100,1092
44791,98,1096
44792,98,1094
44793,102,1098
44794,100,1104
44795,98,1088
44796,100,1094
44797,98,1100
44798,98,1094
44799,100,1598
44800,100,1092
44801,96,1092
44802,100,1098
44803,100,1102
44804,102,1108
44805,100,1098
44806,102,1096
44807,100,1098
44808,100,1104
44809,102,1092
44810,94,1094
44811,98,1102
44812,98,1098
44813,100,1094
44814,98,1092
44815,98,1104
44816,100,1098
44817,98,1096
44818,98,1650
44819,102,1108
44820,100,1106
44821,102,1098
44822,98,1098
44823,98,1100
44824,98,1098
44825,96,1096
44826,98,1098
44827,100,1098
44828,98,1092
44829,98,1092
44830,98,1098
44831,100,1098
44832,98,1096
44833,104,1100
44834,98,1092
44835,100,1098
44836,98,1098
44837,98,1626
44838,100,1088
44839,96,1088
44840,98,1092
44841,102,1092
44842,100,1096
44843,100,1096
44844,102,1100
44845,102,1104
44846,100,1092
44847,100,1104
44848,100,1098
44849,100,1098
44850,100,1094
44851,98,1092
44852,102,1098
44853,92,1044
44854,98,1092
44855,102,1104
44856,100,1656
44857,100,1100
44858,102,1092
44859,100,1102
44860,100,1100
44861,98,1104
44862,98,1096
44863,100,1100
44864,102,1100
44865,100,1088
44866,102,1094
44867,102,1094
44868,98,1098
44869,100,1100
44870,102,1098
44871,98,1092
44872,98,1094
44873,98,1100
44874,100,1102
44875,100,1586
44876,98,1094
44877,98,1098
44878,100,1092
44879,102,1090
44880,100,1098
44881,100,1090
44882,98,1096
44883,100,1104
44884,104,1102
44885,98,1100
44886,98,1094
44887,100,1098
44888,98,1094
44889,100,1086
44890,98,1092
44891,102,1098
44892,98,1094
44893,102,1104
44894,102,1652
44895,98,1106
44896,100,1114
44897,98,1096
44898,98,1096
44899,100,1096
44900,100,1092
44901,98,1108
44902,98,1100
44903,102,1098
44904,96,1104
44905,100,1094
44906,98,1094
44907,100,1098
44908,102,1098
44909,98,1094
44910,94,1090
44911,100,1098
44912,102,1098
44913,100,1604
44914,98,1094
44915,98,1094
44916,100,1102
44917,98,1094
44918,100,1104
44919,100,1098
44920,98,1098
44921,100,1090
44922,100,1098
44923,100,1100
44924,98,1104
44925,100,1098
44926,98,1094
44927,102,1092
44928,98,1098
44929,98,1090
44930,100,1102
44931,98,1110
44932,98,1626
44933,98,1092
44934,98,1100
44935,100,1090
44936,102,1096
44937,100,1094
44938,100,1094
44939,102,1088
44940,98,1092
44941,102,1110
44942,100,1096
44943,98,1096
44944,98,1102
44945,98,1096
44946,98,1092
44947,100,1092
44948,102,1092
44949,98,1094
44950,98,1092
44951,98,1578
44952,98,1096
44953,102,1104
44954,102,1102
44955,100,1098
44956,98,1094
44957,100,1092
44958,100,1098
44959,98,1108
44960,98,1088
44961,98,1092
44962,98,1094
44963,102,1092
44964,98,1098
44965,102,1092
44966,102,1094
44967,100,1094
44968,98,1090
44969,100,1098
44970,100,1616
44971,100,1104
44972,102,1090
44973,96,1094
44974,98,1098
44975,98,1094
44976,96,1094
44977,102,1098
44978,102,1098
44979,98,1102
44980,100,1096
44981,100,1104
44982,98,1090
44983,100,1098
44984,102,1092
44985,100,1092
44986,100,1098
44987,100,1098
44988,100,1094
44989,102,1568
44990,104,1092
44991,100,1098
44992,100,1044
44993,100,1090
44994,104,1102
44995,98,1092
44996,102,1092
44997,98,1102
44998,100,1094
44999,98,1104
45000,98,1094
45001,102,1098
45002,102,1096
45003,98,1100
45004,98,1098
45005,98,1098
45006,100,1092
45007,100,1090
45008,102,1644
45009,100,1098
45010,98,1092
45011,102,1092
45012,98,1096
45013,100,1092
45014,102,1094
45015,100,1098
45016,98,1102
45017,104,1094
45018,100,1094
45019,102,1096
45020,98,1648
45021,96,1102
45022,100,1096
45023,100,1104
45024,100,1102
45025,100,1108
45026,100,1094
45027,100,1100
45028,100,1098
45029,100,1100
45030,100,1096
45031,102,1098
45032,98,1094
45033,98,1106
45034,100,1094
45035,102,1104
45036,96,1090
45037,100,1092
45038,98,1002
45039,100,1634
45040,98,1098
45041,98,1104
45042,100,1098
45043,100,1094
45044,100,1092
45045,98,1104
45046,98,1094
45047,104,1094
45048,98,1102
45049,100,1096
45050,100,1094
45051,100,1096
45052,98,1094
45053,100,1096
45054,102,1092
45055,100,1090
45056,102,1098
45057,102,1092
45058,100,1596
45059,100,1092
45060,98,1102
45061,98,1092
45062,96,1098
45063,100,1100
45064,100,1090
45065,98,1090
45066,102,1096
45067,100,1092
45068,102,1096
45069,102,1092
45070,100,1100
45071,100,1108
45072,100,1092
45073,98,1096
45074,98,1104
45075,98,1102
45076,98,1096
45077,100,1632
45078,96,1096
45079,98,1086
45080,98,1092
45081,102,1096
45082,98,1096
45083,102,1098
45084,104,1110
45085,100,1098
45086,98,1092
45087,100,1092
45088,98,1102
45089,100,1094
45090,98,1094
45091,98,1094
45092,98,1096
45093,100,1096
45094,98,1098
45095,100,1094
45096,100,1572
45097,100,1096
45098,98,1092
45099,98,1092
45100,100,1098
45101,100,1092
45102,102,1098
45103,98,1096
45104,100,1098
45105,98,1104
45106,100,1098
45107,100,1092
45108,102,1098
45109,100,1102
45110,100,1098
45111,100,1092
45112,96,1096
45113,100,1096
45114,100,1092
45115,100,1612
45116,98,1094
45117,94,1094
45118,100,1100
45119,100,1098
45120,102,1096
45121,100,1098
45122,98,1092
45123,98,1094
45124,100,1096
45125,100,1098
45126,104,1094
45127,100,1104
45128,98,1098
45129,102,1092
45130,98,1098
45131,98,1098
45132,100,1090
45133,98,1104
45134,100,1638
45135,100,1092
45136,98,1100
45137,102,1100
45138,104,1098
45139,98,1098
45140,98,1098
45141,100,1098
45142,100,1098
45143,102,1094
45144,100,1092
45145,106,1110
45146,94,1092
45147,98,1098
45148,98,1102
45149,100,1088
45150,102,1092
45151,100,1102
45152,100,1102
45153,102,1630
45154,98,1094
45155,104,1092
45156,100,1098
45157,100,1092
45158,98,1096
45159,98,1110
45160,98,1098
45161,98,1096
45162,98,1098
45163,98,1098
45164,98,1098
45165,98,1104
45166,98,1098
45167,102,1092
45168,98,1098
45169,100,1104
45170,98,1098
45171,102,1104
45172,98,1578
45173,100,1096
45174,102,1092
45175,100,1100
45176,96,1096
45177,98,1096
45178,98,1092
45179,102,1086
45180,102,1094
45181,98,1102
45182,96,1092
45183,98,1106
45184,98,1096
45185,98,1102
45186,102,1086
45187,104,1094
45188,96,1092
45189,102,1098
45190,98,1092
45191,102,1620
45192,102,1104
45193,96,1096
45194,100,1098
45195,100,1098
45196,102,1104
45197,102,1098
45198,100,1092
45199,100,1092
45200,100,1098
45201,98,1088
45202,102,1090
45203,102,1098
45204,100,1102
45205,98,1098
45206,98,1568
45207,102,1092
45208,100,1086
45209,100,1094
45210,100,1096
45211,98,1098
45212,100,1100
45213,100,1102
45214,100,1094
45215,98,1098
45216,100,1104
45217,98,1094
45218,100,1094
45219,102,1094
45220,98,1094
45221,98,1104
45222,94,1090
45223,100,1038
45224,100,1094
45225,100,1602
45226,100,1092
45227,98,1098
45228,100,1104
45229,98,1104
45230,100,1094
45231,98,1098
45232,96,1096
45233,100,1092
45234,102,1104
45235,100,1104
45236,98,1096
45237,98,1092
45238,98,1092
45239,98,1094
45240,98,1098
45241,100,1094
45242,98,1092
45243,98,1094
45244,100,1590
45245,98,1092
45246,98,1098
45247,98,1094
45248,102,1096
45249,98,1098
45250,98,1098
45251,96,1104
45252,100,1092
45253,98,1100
45254,100,1092
45255,98,1094
45256,98,1100
45257,98,1092
45258,100,1086
45259,100,1100
45260,96,1098
45261,98,1098
45262,100,1096
45263,98,1572
45264,102,1098
45265,100,1102
45266,102,1096
45267,100,1104
45268,102,1108
45269,98,1092
45270,100,1094
45271,100,1094
45272,98,1102
45273,98,1092
45274,98,1096
45275,98,1094
45276,100,1104
45277,100,1098
45278,100,1104
45279,100,1098
45280,96,1088
45281,98,1104
45282,100,1592
45283,100,1108
45284,98,1098
45285,98,1094
45286,98,1096
45287,98,1098
45288,102,1102
45289,100,1094
45290,100,1096
45291,98,1098
45292,98,1096
45293,100,1096
45294,100,1098
45295,98,1098
45296,98,1098
45297,100,1086
45298,100,1090
45299,98,1100
45300,98,1092
45301,98,1564
45302,100,1096
45303,100,1104
45304,94,1104
45305,100,1100
45306,100,1100
45307,100,1092
45308,98,1094
45309,100,1092
45310,98,1098
45311,98,1098
45312,100,1094
45313,102,1102
45314,100,1092
45315,100,1100
45316,100,1098
45317,98,1096
45318,100,1092
45319,98,1098
45320,98,1616
45321,100,1092
45322,98,1090
45323,98,1098
45324,100,1098
45325,96,1092
45326,100,1090
45327,102,1098
45328,100,1094
45329,100,1096
45330,98,1092
45331,102,1100
45332,98,1094
45333,100,1092
45334,100,1092
45335,98,1100
45336,100,1104
45337,98,1096
45338,100,1098
45339,100,1636
45340,98,1098
45341,98,1092
45342,100,1098
45343,94,1098
45344,98,1098
45345,98,1098
45346,96,1104
45347,100,1092
45348,100,1092
45349,100,1096
45350,100,1092
45351,98,1094
45352,98,1098
45353,102,1100
45354,98,1088
45355,98,1102
45356,98,1098
45357,98,1094
45358,98,1614
45359,102,1092
45360,100,1096
45361,98,1098
45362,98,1092
45363,98,1098
45364,98,1094
45365,100,1100
45366,98,1092
45367,98,1108
45368,98,1092
45369,100,1092
45370,100,1100
45371,100,1096
45372,100,1104
45373,98,1092
45374,98,1094
45375,98,1092
45376,100,1092
45377,98,1586
45378,100,1100
45379,100,1092
45380,98,1094
45381,104,1104
45382,100,1100
45383,100,1092
45384,98,1096
45385,100,1092
45386,98,1098
45387,98,1088
45388,98,1092
45389,100,1094
45390,100,1102
45391,98,1102
45392,100,1092
45393,100,1098
45394,98,1094
45395,98,1092
45396,102,1624
45397,98,1094
45398,98,1094
45399,102,1098
45400,98,1098
45401,100,1090
45402,98,1100
45403,98,1104
45404,98,1086
45405,98,1100
45406,100,1098
45407,100,1098
45408,100,1104
45409,100,1092
45410,98,1092
45411,94,1104
45412,100,1092
45413,100,1092
45414,100,1092
45415,98,1606
45416,98,1096
45417,98,1092
45418,98,1098
45419,100,1092
45420,98,1092
45421,98,1098
45422,100,1102
45423,100,1092
45424,100,1098
45425,100,1088
45426,100,1102
45427,100,1098
45428,92,1092
45429,100,1098
45430,96,1088
45431,98,1104
45432,100,1094
45433,96,1096
45434,98,1616
45435,100,1098
45436,100,1098
45437,100,1096
45438,98,1098
45439,98,1098
45440,98,1096
45441,100,1092
45442,100,1092
45443,98,1098
45444,100,1094
45445,98,1098
45446,104,1096
45447,102,1104
45448,98,1108
45449,100,1098
45450,100,1098
45451,100,1094
45452,98,1096
45453,100,1632
45454,100,1100
45455,100,1088
45456,100,1100
45457,98,1096
45458,98,1090
45459,100,1094
45460,100,1106
45461,98,1100
45462,98,1092
45463,98,1096
45464,100,1094
45465,98,1098
45466,100,1102
45467,98,1098
45468,98,1094
45469,98,1086
45470,98,1098
45471,100,1098
45472,98,1632
45473,100,1092
45474,100,1098
45475,100,1098
45476,100,1090
45477,100,1096
45478,102,1096
45479,98,1092
45480,100,1092
45481,98,1092
45482,100,1088
45483,98,1090
45484,100,1096
45485,96,1098
45486,100,1092
45487,98,1096
45488,98,1102
45489,100,1096
45490,100,1092
45491,96,1636
45492,98,1094
45493,98,1096
45494,98,1104
45495,98,1098
45496,98,1094
45497,98,1092
45498,100,1088
45499,102,1098
45500,100,1098
45501,100,1092
45502,98,1110
45503,100,1094
45504,100,1108
45505,100,1088
45506,100,1096
45507,100,1100
45508,100,1100
45509,100,1088
45510,102,1094
45511,98,1524
45512,98,1096
45513,98,1092
45514,98,1102
45515,100,1098
45516,100,1096
45517,98,1098
45518,98,1104
45519,98,1092
45520,98,1088
45521,100,1098
45522,100,1096
45523,98,1096
45524,100,1100
45525,98,1096
45526,98,1102
45527,102,1104
45528,100,1094
45529,96,1092
45530,98,1620
45531,100,1098
45532,98,1110
45533,102,1098
45534,98,1102
45535,98,1096
45536,102,1098
45537,100,1092
45538,98,1092
45539,102,1096
45540,100,1104
45541,98,1096
45542,98,1098
45543,100,1098
45544,100,1092
45545,102,1092
45546,100,1092
45547,98,1050
45548,100,1102
45549,98,1614
45550,100,1100
45551,96,1098
45552,98,1104
45553,96,1096
45554,100,1090
45555,102,1094
45556,96,1096
45557,96,1098
45558,100,1094
45559,98,1098
45560,98,1094
45561,102,1098
45562,100,1098
45563,100,1104
45564,100,1098
45565,100,1094
45566,98,1098
45567,104,1098
45568,98,1576
45569,100,1090
45570,100,1096
45571,100,1096
45572,100,1092
45573,98,1098
45574,98,1102
45575,100,1096
45576,104,1092
45577,98,1096
45578,98,1098
45579,102,1096
45580,98,1098
45581,100,1090
45582,100,1092
45583,98,1098
45584,98,1088
45585,98,1096
45586,102,1092
45587,100,1090
45588,100,1538
45589,98,1098
45590,100,1090
45591,98,1092
45592,100,1098
45593,100,1090
45594,98,1092
45595,98,1100
45596,100,1100
45597,100,1098
45598,102,1088
45599,98,1100
45600,100,1096
45601,100,1092
45602,100,1092
45603,98,1098
45604,100,1092
45605,100,1088
45606,100,1098
45607,98,1580
45608,100,1104
45609,100,1092
45610,98,1098
45611,100,1102
45612,98,1088
45613,96,1098
45614,96,1106
45615,98,1100
45616,100,1096
45617,100,1098
45618,100,1098
45619,98,1092
45620,100,1102
45621,96,1100
45622,100,1096
45623,98,1094
45624,100,1094
45625,100,1096
45626,96,1564
45627,100,1092
45628,98,1102
45629,100,1092
45630,98,1092
45631,98,1096
45632,100,1098
45633,100,1092
45634,100,1100
45635,100,1094
45636,100,1104
45637,100,1092
45638,100,1098
45639,100,1094
45640,94,1098
45641,106,1096
45642,100,1094
45643,100,1104
45644,98,1088
45645,98,1626
45646,100,1094
45647,100,1096
45648,100,1102
45649,98,1104
45650,100,1104
45651,98,1088
45652,98,1104
45653,98,1098
45654,100,1098
45655,98,1092
45656,98,1094
45657,98,1098
45658,100,1086
45659,100,1096
45660,98,1092
45661,100,1092
45662,98,1102
45663,98,1098
45664,98,1562
45665,100,1092
45666,100,1090
45667,98,1098
45668,98,1098
45669,100,1092
45670,100,1100
45671,98,1104
45672,96,1108
45673,100,1098
45674,100,1104
45675,100,1098
45676,100,1096
45677,102,1088
45678,98,1092
45679,100,1094
45680,98,1096
45681,100,1098
45682,98,1092
45683,98,1586
45684,98,1094
45685,96,1104
45686,100,1088
45687,100,1098
45688,100,1096
45689,98,1098
45690,100,1092
45691,104,1092
45692,100,1098
45693,96,1098
45694,98,1092
45695,100,1100
45696,100,1106
45697,98,1098
45698,98,1098
45699,100,1098
45700,98,1092
45701,100,1086
45702,100,1614
45703,98,1094
45704,98,1096
45705,96,1094
45706,98,1092
45707,98,1096
45708,100,1086
45709,100,1092
45710,100,1098
45711,100,1106
45712,102,1088
45713,98,1092
45714,100,1094
45715,100,1098
45716,100,1098
45717,98,1104
45718,98,1092
45719,98,1092
45720,102,1092
45721,100,1632
45722,98,1098
45723,96,1094
45724,100,1094
45725,98,1102
45726,98,1092
45727,98,1096
45728,98,1098
45729,100,1092
45730,98,1092
45731,100,1094
45732,100,990
45733,98,1092
45734,98,1092
45735,96,1104
45736,96,1104
45737,100,1086
45738,100,1094
45739,98,1092
45740,100,1096
45741,100,1608
45742,96,1092
45743,96,1094
45744,98,1100
45745,104,1092
45746,98,1096
45747,100,1090
45748,100,1088
45749,98,1092
45750,98,1102
45751,98,1100
45752,100,1094
45753,100,1106
45754,98,1108
45755,100,1092
45756,98,1104
45757,100,1098
45758,98,1096
45759,98,1098
45760,100,1594
45761,100,1092
45762,100,1098
45763,100,1092
45764,100,1102
45765,98,1092
45766,100,1094
45767,100,1096
45768,98,1102
45769,104,1096
45770,102,1098
45771,98,1096
45772,98,1102
45773,98,1102
45774,98,1092
45775,100,1098
45776,100,1104
45777,100,1092
45778,100,1100
45779,100,1648
45780,98,1096
45781,100,1094
45782,100,1096
45783,94,1098
45784,100,1096
45785,100,1096
45786,98,1094
45787,96,1100
45788,102,1092
45789,102,1092
45790,98,1098
45791,98,1098
45792,98,1092
45793,104,1098
45794,100,1086
45795,98,1098
45796,98,1100
45797,100,1092
45798,98,1608
45799,96,1100
45800,100,1098
45801,98,1092
45802,100,1100
45803,98,1100
45804,100,1102
45805,98,1108
45806,98,1098
45807,98,1098
45808,98,1086
45809,98,1092
45810,98,1098
45811,102,1110
45812,104,1086
45813,98,1096
45814,98,1092
45815,102,1092
45816,106,1098
45817,100,1598
45818,100,1102
45819,100,1096
45820,98,1092
45821,98,1098
45822,98,1094
45823,100,1096
45824,102,1096
45825,100,1088
45826,102,1092
45827,96,1098
45828,98,1098
45829,100,1098
45830,96,1092
45831,96,1098
45832,100,1110
45833,98,1094
45834,100,1110
45835,100,1092
45836,100,1654
45837,98,1104
45838,100,1096
45839,98,1098
45840,100,1096
45841,98,1098
45842,98,1092
45843,98,1092
45844,98,966
45845,100,1048
45846,98,994
45847,98,1104
45848,100,1090
45849,100,1094
45850,98,1092
45851,100,1094
45852,98,1088
45853,100,1100
45854,98,1092
45855,98,1102
45856,100,1634
45857,100,1098
45858,100,1098
45859,100,1096
45860,100,1094
45861,94,1094
45862,98,1098
45863,98,1098
45864,98,1098
45865,98,1096
45866,98,1096
45867,98,1098
45868,100,1092
45869,100,1092
45870,100,1098
45871,100,1050
45872,100,1092
45873,100,1090
45874,100,1104
45875,100,1660
45876,100,1106
45877,98,1096
45878,98,1100
45879,100,1094
45880,100,1094
45881,98,1092
45882,98,1092
45883,100,1098
45884,100,1098
45885,100,1092
45886,98,1088
45887,98,1104
45888,98,1098
45889,100,1100
45890,98,1094
45891,96,1096
45892,98,1094
45893,100,1096
45894,100,1634
45895,100,1098
45896,98,1094
45897,102,1098
45898,100,1092
45899,98,1094
45900,98,1092
45901,98,1092
45902,98,1098
45903,100,1104
45904,98,1098
45905,102,1098
45906,104,1092
45907,100,1098
45908,98,1092
45909,100,1102
45910,100,1110
45911,98,1092
45912,98,1096
45913,98,1628
45914,100,1106
45915,100,1094
45916,100,1100
45917,98,1100
45918,102,1092
45919,100,1092
45920,98,1094
45921,98,1094
45922,96,1096
45923,98,1098
45924,100,1100
45925,98,1098
45926,100,1098
45927,98,1098
45928,100,1098
45929,98,1098
45930,98,1088
45931,100,1096
45932,100,1578
45933,100,1088
45934,98,1102
45935,98,1098
45936,100,1100
45937,100,1090
45938,98,1100
45939,100,1100
45940,96,1098
45941,98,1100
45942,98,1092
45943,102,1092
45944,100,1094
45945,102,1094
45946,98,1096
45947,100,1092
45948,98,1092
45949,98,1096
45950,100,1098
45951,100,1586
45952,98,1102
45953,100,1096
45954,98,1092
45955,98,1100
45956,98,1090
45957,100,1096
45958,98,1088
45959,98,1096
45960,96,1100
45961,98,1094
45962,98,1094
45963,98,1092
45964,98,1092
45965,100,1088
45966,100,1104
45967,98,1102
45968,98,1096
45969,96,1096
45970,98,1652
45971,100,1102
45972,98,1090
45973,102,1092
45974,100,1102
45975,96,1098
45976,98,1096
45977,98,1094
45978,98,1098
45979,98,1098
45980,100,1094
45981,96,1092
45982,100,1096
45983,100,1092
45984,102,1094
45985,98,1098
45986,100,1100
45987,100,1092
45988,98,1098
45989,98,1596
45990,96,1090
45991,96,1098
45992,104,1096
45993,98,1106
45994,98,1096
45995,98,1094
45996,100,1098
45997,98,1094
45998,98,1092
45999,100,1094
46000,100,1092
46001,100,1094
46002,98,1098
46003,100,1098
46004,100,1098
46005,98,1094
46006,100,1100
46007,96,1100
46008,98,1634
46009,100,1092
46010,100,1048
46011,98,1092
46012,100,1098
46013,98,1098
46014,100,1096
46015,98,1098
46016,100,1086
46017,98,1094
46018,98,1104
46019,96,1088
46020,100,1104
46021,100,1096
46022,98,1092
46023,102,1098
46024,98,1092
46025,96,1094
46026,100,1094
46027,100,1624
46028,98,1108
46029,100,1092
46030,100,1086
46031,102,1092
46032,98,1098
46033,100,1100
46034,98,1098
46035,98,1094
46036,98,1092
46037,100,1098
46038,100,1094
46039,100,1098
46040,102,1092
46041,96,1560
46042,102,1098
46043,100,1104
46044,102,1090
46045,98,1092
46046,96,1096
46047,98,1100
46048,98,1096
46049,98,1098
46050,98,1098
46051,100,1092
46052,100,1094
46053,102,1092
46054,100,1098
46055,98,1096
46056,98,1124
46057,100,1102
46058,98,1102
46059,98,1092
46060,98,1572
46061,100,1104
46062,100,1100
46063,100,1088
46064,100,1092
46065,100,1098
46066,98,1090
46067,98,1088
46068,100,1092
46069,100,1092
46070,100,1098
46071,98,1104
46072,98,1094
46073,100,1092
46074,102,1096
46075,98,1092
46076,100,1092
46077,98,1098
46078,98,1100
46079,100,1586
46080,100,1096
46081,96,1098
46082,100,1100
46083,100,1098
46084,98,1096
46085,100,1098
46086,96,1098
46087,98,1096
46088,100,1098
46089,100,1098
46090,98,1106
46091,98,1092
46092,100,1092
46093,98,1102
46094,98,1092
46095,100,1096
46096,100,1094
46097,100,1104
46098,100,1578
46099,100,1100
46100,98,1108
46101,98,1092
46102,98,1098
46103,102,1092
46104,100,1106
46105,100,1092
46106,100,1088
46107,98,1094
46108,100,1100
46109,100,1098
46110,98,1104
46111,98,1096
46112,98,1086
46113,98,1098
46114,98,1094
46115,98,1098
46116,98,1100
46117,98,1604
46118,98,1098
46119,98,1092
46120,100,1098
46121,98,1094
46122,100,1092
46123,100,1088
46124,98,1100
46125,100,1104
46126,98,1088
46127,100,1094
46128,102,1102
46129,100,1098
46130,98,1092
46131,100,1092
46132,100,1096
46133,102,1092
46134,98,1092
46135,100,1098
46136,98,1628
46137,98,1096
46138,98,1098
46139,100,1096
46140,98,1098
46141,98,1084
46142,96,1098
46143,98,1088
46144,96,1098
46145,100,1092
46146,98,1092
46147,100,1108
46148,96,1090
46149,98,1098
46150,98,1098
46151,102,1096
46152,102,1086
46153,98,1096
46154,98,1100
46155,98,1630
46156,98,1102
46157,100,1118
46158,96,1092
46159,98,1092
46160,98,1100
46161,100,1098
46162,98,1090
46163,100,1092
46164,98,1102
46165,96,1102
46166,100,1094
